card_id	internal_card_id	card_name	
.12551	1738	Chronomaton
.12552	1788	Cleaver Riot
.12554	2012	Cower in Fear
.12555	2030	Craterize
.12556	2055	Crimson Muckwader
.12557	2056	Crippling Blight
.12558	2100	Crusader of Odric
.12559	2514	Diabolic Revelation
.12560	2562	Disciple of Bolas
.12561	2662	Downpour
.12562	2679	Dragon Hatchling
.12563	2820	Duskmantle Prowler
.12564	2830	Duty-Bound Dead
.12565	2916	Elderscale Wurm
.12566	3031	Encrust
.12567	3240	Faerie Invaders
.12570	3477	Flames of the Firebrand
.12571	3526	Flinthoof Boar
.12572	3679	Fungal Sprouting
.12574	3981	Goblin Battle Jester
.12575	4219	Griffin Protector
.12576	4292	Guardian Lions
.12577	4377	Harbor Bandit
.12578	4427	Healer of the Pride
.12580	4732	Hydrosurge
.12581	5004	Jace's Phantasm
.12582	5312	Knight of Glory
.12583	5313	Knight of Infamy
.12584	5389	Krenko, Mob Boss
.12585	5390	Krenko's Command
.12588	5619	Liliana's Shade
.12589	5796	Magmaquake
.12590	5904	Mark of the Vampire
.12591	5965	Master of the Pearl Trident
.12592	6131	Mind Sculpt
.12594	6380	Murder
.12595	6403	Mwonvuli Beast Tracker
.12596	6540	Nefarox, Overlord of Grixis
.12600	7366	Primal Huntbeast
.12601	7396	Prized Elephant
.12602	7455	Public Execution
.12603	7664	Ranger's Path
.12604	7750	Reckless Brute
.12605	7914	Rhox Faithmender
.12606	7951	Ring of Evos Isle
.12607	7954	Ring of Kalonia
.12608	7958	Ring of Thune
.12609	7959	Ring of Valkas
.12610	7960	Ring of Xathrid
.12611	8024	Roaring Primadox
.12612	8108	Rummaging Goblin
.12613	8213	Sands of Delirium
.12614	8406	Searing Spear
.12615	8493	Sentinel Spider
.12616	8514	Serpent's Gift
.12617	8532	Servant of Nefarox
.12618	8664	Show of Valor
.12619	8929	Slumbering Dragon
.12620	8934	Smelt
.12622	14798	Spiked Baloth
.12623	9281	Staff of Nin
.12624	9473	Sublime Archangel
.12625	9600	Switcheroo
.12626	9686	Talrand, Sky Summoner
.12627	9687	Talrand's Invocation
.12628	9936	Thragtusk
.12629	9985	Thundermaw Hellkite
.12630	10016	Timberpack Wolf
.12631	10104	Touch of the Eternal
.12632	10130	Trading Post
.12633	10205	Tricks of the Trade
.12634	10500	Veilborn Ghoul
.12635	10589	Vile Rebirth
.12636	10667	Void Stalker
.12637	10803	War Falcon
.12638	10813	Warclamp Mastiff
.12639	10854	Watercourser
.12641	11097	Worldfire
.12642	11140	Xathrid Gorgon
.12644	11171	Yeva's Forcemage
.12645	178	Abrupt Decay
.12646	252	Aerial Predation
.12648	481	Annihilating Fire
.12649	513	Aquus Steed
.12650	565	Archon of the Triumvirate
.12651	566	Archweaver
.12652	596	Armada Wurm
.12653	618	Armory Guard
.12655	674	Assassin's Strike
.12656	696	Auger Spree
.12657	11616	Avenging Arrow
.12658	774	Axebane Guardian
.12659	775	Axebane Stag
.12660	783	Azorius Arrester
.12661	785	Azorius Charm
.12662	787	Azorius Guildgate
.12663	790	Azorius Justiciar
.12664	791	Azorius Keyrune
.12665	782	Azor's Elocutors
.12666	899	Batterhorn
.12668	970	Bellows Lizard
.12669	1096	Blistercoil Weird
.12672	1377	Brushstrider
.12673	1445	Call of the Conclave
.12675	1536	Catacomb Slug
.12676	1599	Centaur Healer
.12677	1602	Centaur's Herald
.12682	1735	Chronic Flooding
.12683	1771	Civic Saber
.12684	1845	Cobblebrute
.12685	1850	Codex Shredder
.12686	1863	Collective Blessing
.12687	1883	Common Bond
.12688	1896	Concordia Pegasus
.12689	12050	Conjured Currency
.12690	1975	Corpsejack Menace
.12692	2002	Coursers' Accord
.12693	2069	Crosstown Courier
.12694	2115	Cryptborn Horror
.12696	2196	Daggerdrome Imp
.12697	2231	Dark Revenant
.12700	2355	Deathrite Shaman
.12703	2479	Destroy the Evidence
.12704	2484	Detention Sphere
.12706	2648	Doorkeeper
.12708	2705	Drainpipe Vermin
.12709	2715	Dramatic Rescue
.12710	2727	Dreadbore
.12713	2786	Druid's Deliverance
.12714	2793	Dryad Militant
.12718	3125	Essence Backlash
.12719	3145	Ethereal Armor
.12720	3198	Explosive Impact
.12721	3220	Eyes in the Skies
.12722	3239	Faerie Impostor
.12723	3259	Fall of the Gavel
.12724	3349	Fencing Ace
.12726	3661	Frostburn Weird
.12727	3751	Gatecreeper Vine
.12728	3972	Gobbling Ooze
.12729	3999	Goblin Electromancer
.12730	4032	Goblin Rally
.12731	4099	Golgari Charm
.12733	4104	Golgari Guildgate
.12734	4106	Golgari Keyrune
.12735	4107	Golgari Longlegs
.12739	4246	Grisly Salvage
.12741	4268	Growing Ranks
.12743	4321	Guttersnipe
.12744	4417	Havoc Festival
.12746	4650	Horncaller's Chant
.12747	4674	Hover Barrier
.12748	4727	Hussar Patrol
.12750	4824	Inaction Injunction
.12751	4965	Isperia, Supreme Judge
.12752	4966	Isperia's Skywatch
.12753	4986	Izzet Charm
.12754	4989	Izzet Guildgate
.12755	4991	Izzet Keyrune
.12756	4993	Izzet Staticaster
.12759	5024	Jarad's Orders
.12760	5091	Judge's Familiar
.12761	5194	Keening Apparition
.12762	5327	Knightly Valor
.12763	5367	Korozda Guildmage
.12766	5666	Lobber Crew
.12767	5704	Lotleth Troll
.12768	5717	Loxodon Smiter
.12769	5758	Lyev Skyknight
.12770	5838	Mana Bloom
.12771	5929	Martial Law
.12773	6174	Minotaur Aggressor
.12776	6526	Necropolis Regent
.12777	6584	New Prahv Guildmage
.12778	6658	Nivix Guildmage
.12779	6659	Nivmagus Elemental
.12780	6655	Niv-Mizzet, Dracogenius
.12781	6741	Oak Street Innkeeper
.12782	6790	Ogre Jailbreaker
.12783	6961	Pack Rat
.12785	7087	Perilous Shadow
.12786	7120	Phantom General
.12787	7324	Precinct Captain
.12788	7444	Psychic Spiral
.12790	7515	Pyroconvergence
.12793	7621	Rakdos Charm
.12794	7624	Rakdos Guildgate
.12795	7627	Rakdos Keyrune
.12796	7629	Rakdos Ragemutt
.12797	7630	Rakdos Ringleader
.12798	7632	Rakdos Shred-Freak
.12799	7635	Rakdos, Lord of Riots
.12800	7636	Rakdos's Return
.12801	7862	Rest in Peace
.12802	7938	Righteous Authority
.12803	7985	Risen Sanctuary
.12805	8018	Rix Maadi Guildmage
.12807	8059	Rootborn Defenses
.12808	8086	Rubbleback Rhino
.12809	8122	Runewing
.12810	8265	Savage Surge
.12812	8401	Search Warrant
.12814	8465	Selesnya Charm
.12815	8467	Selesnya Guildgate
.12816	8469	Selesnya Keyrune
.12817	8472	Selesnya Sentry
.12818	8477	Seller of Songbirds
.12820	8674	Shrieking Affliction
.12821	8841	Skull Rend
.12822	8864	Skyline Predator
.12825	8907	Slime Molding
.12828	8928	Slum Reaper
.12830	9063	Soulsworn Spirit
.12834	9143	Sphinx's Revelation
.12836	9277	Stab Wound
.12837	9329	Stealer of Secrets
.12838	9384	Stonefare Crocodile
.12840	9436	Street Sweeper
.12841	9519	Sundering Growth
.12842	9543	Sunspire Griffin
.12843	9555	Supreme Verdict
.12844	9574	Survey the Wreckage
.12845	9596	Swift Justice
.12846	9654	Tablet of the Guilds
.12847	9720	Tavern Swindler
.12849	9802	Tenement Crasher
.12851	9920	Thoughtflare
.12853	10120	Towering Indrik
.12854	10136	Trained Caracal
.12855	10150	Transguild Promenade
.12856	10174	Treasured Find
.12857	10193	Trestle Troll
.12858	10233	Trostani, Selesnya's Voice
.12859	10234	Trostani's Judgment
.12860	10313	Ultimate Price
.12865	10476	Vassal Soul
.12867	10637	Vitu-Ghazi Guildmage
.12868	10673	Voidwielder
.12871	10869	Wayfaring Temple
.12872	10950	Wild Beastmaster
.12873	11103	Worldspine Wurm
.12875	230	Adaptive Snapjaw
.12876	251	Aerial Maneuver
.12877	272	Aetherize
.12878	294	Agoraphobia
.12879	370	Alms Beast
.12881	458	Angelic Edict
.12884	630	Arrows of Justice
.12885	681	Assemble the Legion
.12887	716	Aurelia's Fury
.12888	834	Balustrade Spy
.12890	890	Basilica Guards
.12891	891	Basilica Screecher
.12892	1001	Biomass Mutation
.12894	1004	Biovisionary
.12895	1081	Blind Obedience
.12896	1207	Bomber Corps
.12897	1240	Borborygmos Enraged
.12898	1248	Boros Charm
.12899	1250	Boros Elite
.12900	1253	Boros Guildgate
.12901	1255	Boros Keyrune
.12902	1257	Boros Reckoner
.12903	1410	Burning-Tree Emissary
.12904	1417	Burst of Strength
.12906	1523	Cartel Aristocrat
.12908	1797	Clinging Anemones
.12909	1823	Cloudfin Raptor
.12911	1924	Consuming Aberration
.12912	1967	Corpse Blockade
.12913	2006	Court Street Denizen
.12914	2017	Crackling Perimeter
.12915	2059	Crocanura
.12916	2084	Crowned Ceratok
.12917	2109	Crypt Ghast
.12918	2220	Daring Skyjek
.12919	2344	Deathcult Rogue
.12920	2352	Deathpact Angel
.12921	2335	Death's Approach
.12923	2498	Devour Flesh
.12925	2537	Dimir Charm
.12926	2541	Dimir Guildgate
.12927	2545	Dimir Keyrune
.12928	2551	Dinrova Horror
.12929	2567	Disciple of the Old Ways
.12932	2710	Drakewing Krasis
.12933	2819	Duskmantle Guildmage
.12934	2821	Duskmantle Seer
.12935	2829	Dutiful Thrull
.12936	2853	Dying Wish
.12937	2960	Elusive Krasis
.12938	3073	Enter the Infinite
.12939	12514	Executioner's Swing
.12940	3194	Experiment One
.12941	3309	Fathom Mage
.12942	3427	Firefist Striker
.12943	3431	Firemane Avenger
.12944	3453	Five-Alarm Fire
.12945	3590	Forced Adaptation
.12946	3619	Fortress Cyclops
.12947	3623	Foundry Champion
.12948	3624	Foundry Street Denizen
.12949	3646	Frilled Oculus
.12950	3653	Frontline Medic
.12951	3682	Furious Resistance
.12953	3828	Ghor-Clan Rampager
.12954	3857	Giant Adephage
.12957	3884	Gift of Orzhova
.12959	4206	Greenside Watcher
.12960	4213	Gridlock
.12961	4247	Grisly Spectacle
.12962	4260	Ground Assault
.12963	4275	Gruul Charm
.12964	4277	Gruul Guildgate
.12965	4279	Gruul Keyrune
.12968	4306	Guildscorn Ward
.12969	4320	Gutter Skulk
.12970	4328	Gyre Sage
.12972	4496	Hellkite Tyrant
.12974	4559	High Priest of Penance
.12975	4574	Hindervines
.12976	4595	Hold the Gates
.12977	4608	Holy Mantle
.12978	4617	Homing Lightning
.12979	4665	Horror of the Dim
.12980	4731	Hydroform
.12981	4788	Illness in the Ranks
.12983	4804	Immortal Servitude
.12984	4839	Incursion Specialist
.12985	4980	Ivy Lane Denizen
.12986	5232	Keymaster Rogue
.12988	5265	Kingpin's Pet
.12989	5316	Knight of Obligation
.12990	5324	Knight Watch
.12994	5555	Leyline Phantom
.12996	5738	Luminate Primordial
.13000	5953	Massive Raid
.13001	5955	Master Biomancer
.13003	6044	Merciless Eviction
.13004	6052	Merfolk of the Depths
.13005	6086	Metropolis Sprite
.13007	6112	Millennial Gargoyle
.13008	6117	Miming Slime
.13010	6145	Mindeye Drake
.13011	6269	Molten Primordial
.13012	6340	Mortus Strider
.13013	6370	Mugging
.13014	6381	Murder Investigation
.13015	6436	Mystic Genesis
.13016	6494	Nav Squad Commandos
.13018	6644	Nimbus Swimmer
.13019	6777	Obzedat, Ghost Council
.13020	6795	Ogre Slumlord
.13021	6813	One Thousand Lashes
.13023	6892	Ordruun Veteran
.13024	6913	Orzhov Charm
.13025	6915	Orzhov Guildgate
.13026	6917	Orzhov Keyrune
.13029	7331	Predator's Rapport
.13030	7372	Primal Visitation
.13031	7374	Prime Speaker Zegana
.13032	7445	Psychic Strike
.13033	7484	Purge the Profane
.13034	7669	Rapid Hybridization
.13035	7715	Razortip Whip
.13037	7963	Riot Gear
.13039	8088	Rubblebelt Raiders
.13040	8089	Rubblehulk
.13041	8098	Ruination Wurm
.13043	8179	Sage's Row Denizen
.13044	8228	Sapphire Drake
.13045	8274	Scab-Clan Charger
.13046	8300	Scatter Arc
.13047	8330	Scorchwalker
.13048	8496	Sepulchral Primordial
.13050	8553	Shadow Alley Denizen
.13052	8570	Shambleshark
.13053	8599	Shattering Blow
.13054	8624	Shielded Passage
.13056	8761	Simic Charm
.13058	8765	Simic Guildgate
.13059	8768	Simic Keyrune
.13061	8798	Skarrg Goliath
.13062	8799	Skarrg Guildmage
.13063	8812	Skinbrand Goblin
.13065	8855	Skyblinder Staff
.13068	8895	Slaughterhorn
.13069	8937	Smog Elemental
.13070	14752	Soul Ransom
.13071	9075	Spark Trooper
.13072	9115	Spell Rupture
.13073	9187	Spire Tracer
.13076	9528	Sunhome Guildmage
.13077	9627	Sylvan Primordial
.13078	9644	Syndic of Tithes
.13079	9645	Syndicate Enforcer
.13083	10101	Totally Lost
.13084	10110	Tower Defense
.13085	10121	Towering Thunderfist
.13086	10175	Treasury Thrull
.13087	10240	Truefire Paladin
.13088	10339	Undercity Informer
.13091	10399	Urban Evolution
.13092	10400	Urbis Protector
.13093	10534	Verdant Haven
.13094	10567	Viashino Shanktail
.13096	10646	Vizkopa Guildmage
.13098	10823	Warmind Infantry
.13099	10847	Wasteland Viper
.13100	10867	Way of the Thief
.13102	10947	Wight of Precinct Six
.13103	10975	Wildwood Rebirth
.13104	11049	Wojek Halberdiers
.13105	11121	Wrecking Ogre
.13106	11183	Zameck Guildmage
.13107	11185	Zarichi Tiger
.13108	11206	Zhur-Taa Swine
.13109	239	Advent of the Wurm
.13110	273	Aetherling
.13113	616	Armored Wolf-Rider
.13114	644	Ascended Lawmage
.13118	835	Bane Alley Blackguard
.13119	900	Battering Krasis
.13121	959	Beetleform Mage
.13123	1054	Blaze Commando
.13125	1105	Blood Baron of Vizkopa
.13129	1256	Boros Mastiff
.13131	1318	Bred for the Hunt
.13132	1362	Bronzebeak Moa
.13136	1786	Clear a Path
.13138	2110	Crypt Incursion
.13139	2306	Deadbridge Chant
.13140	2359	Debt to the Deathless
.13141	2446	Deputy of Acquittals
.13145	2775	Drown in Filth
.13146	3012	Emmara Tandris
.13148	3298	Fatal Fumes
.13149	3556	Fluxcharger
.13150	3767	Gaze of Granite
.13157	4331	Haazda Snare Squad
.13158	4405	Haunter of Nightveil
.13160	4581	Hired Torturer
.13162	5037	Jelenn Sphinx
.13164	5387	Krasis Incubation
.13165	5388	Kraul Warrior
.13166	5497	Lavinia of the Tenth
.13169	5757	Lyev Decree
.13171	5982	Maw of the Obzedat
.13172	5987	Maze Abomination
.13173	5988	Maze Behemoth
.13174	5989	Maze Glider
.13175	5991	Maze Rusher
.13176	5992	Maze Sentinel
.13179	6027	Mending Touch
.13180	6158	Mindstatic
.13181	6185	Mirko Vosk, Mind Drinker
.13182	6316	Morgue Burst
.13183	6390	Murmuring Phantasm
.13184	6396	Mutant's Prey
.13185	6657	Nivix Cyclops
.13187	6778	Obzedat's Aid
.13188	6837	Opal Lake Gatekeepers
.13190	7191	Phytoburst
.13191	7199	Pilfered Plans
.13192	7256	Plasm Capture
.13197	7473	Punish the Enemy
.13204	7824	Render Silent
.13205	7828	Renegade Krasis
.13206	7830	Renounce the Guilds
.13207	14210	Restore the Peace
.13208	7961	Riot Control
.13209	7964	Riot Piker
.13211	8087	Rubblebelt Maaka
.13212	8124	Runner's Bane
.13213	8127	Ruric Thar, the Unbowed
.13214	8245	Saruli Gatekeepers
.13215	8268	Savageborn Hydra
.13217	8325	Scion of Vitu-Ghazi
.13221	8774	Sin Collector
.13223	8785	Sire of Insanity
.13224	8863	Skylasher
.13225	8935	Smelt-Ward Gatekeepers
.13226	9096	Species Gorger
.13227	9157	Spike Jester
.13228	9343	Steeple Roc
.13229	9542	Sunspire Gatekeepers
.13230	9667	Tajic, Blade of the Legion
.13232	9829	Teysa, Envoy of Ghosts
.13234	10054	Tithe Drinker
.13237	10235	Trostani's Summoner
.13238	10302	Ubul Sar Gatekeepers
.13239	10332	Uncovered Clues
.13240	10358	Unflinching Courage
.13242	10563	Viashino Firstblade
.13243	10658	Voice of Resurgence
.13244	10704	Vorel of the Hull Clade
.13245	10735	Wake the Reflections
.13246	10821	Warleader's Helix
.13247	10830	Warped Physique
.13249	11077	Woodlot Crawler
.13250	11204	Zhur-Taa Ancient
.13251	11205	Zhur-Taa Druid
.13253	201	Academy Raider
.13254	209	Accursed Spirit
.13255	242	Advocate of the Beast
.13257	451	Angelic Accord
.13258	550	Archangel of Thune
.13259	637	Artificer's Hex
.13260	767	Awaken the Ancient
.13261	843	Banisher Priest
.13262	873	Barrage of Expendables
.13263	910	Battle Sliver
.13264	1072	Blightcaster
.13265	1104	Blood Bairn
.13266	1173	Blur Sliver
.13267	1192	Bogbrew Witch
.13268	1225	Bonescythe Sliver
.13269	1382	Bubbling Cauldron
.13270	1402	Burning Earth
.13271	1578	Celestial Flare
.13273	1673	Charging Griffin
.13274	1870	Colossal Whale
.13275	1972	Corpse Hauler
.13276	2184	Cyclops Tyrant
.13277	2230	Dark Prophecy
.13278	2290	Dawnstrike Paladin
.13279	2346	Deathgaze Cockatrice
.13280	2507	Devout Invocation
.13281	2584	Dismiss into Dream
.13282	2674	Dragon Egg
.13284	2981	Elvish Mystic
.13287	3371	Festering Newt
.13288	3386	Fiendslayer Paladin
.13289	3515	Fleshpulper Giant
.13290	3715	Galerider Sliver
.13293	3929	Glimpse the Future
.13294	3968	Gnawing Zombie
.13297	4265	Groundshaker Sliver
.13299	4404	Haunted Plate Mail
.13300	4587	Hive Stirrings
.13301	4701	Hunt the Weak
.13302	4791	Illusionary Armor
.13303	4817	Imposing Sovereign
.13306	5135	Kalonian Hydra
.13307	5136	Kalonian Tusker
.13308	5576	Lifebane Zombie
.13309	5618	Liliana's Reaver
.13310	5635	Liturgy of Blood
.13312	5873	Marauding Maulhorn
.13313	5959	Master of Diversion
.13314	6002	Megantic Sliver
.13315	6074	Messenger Drake
.13316	6156	Mindsparker
.13317	6173	Minotaur Abomination
.13318	6264	Molten Birth
.13319	6750	Oath of the Ancient Wood
.13320	6788	Ogre Battledriver
.13322	7336	Predatory Sliver
.13323	7375	Primeval Bounty
.13325	7788	Regathan Firecat
.13326	7957	Ring of Three Wishes
.13327	7982	Rise of the Dark Realms
.13328	8105	Rumbling Baloth
.13330	8343	Scourge of Valkas
.13331	8388	Seacoast Drake
.13332	8454	Seismic Stomp
.13333	8492	Sentinel Sliver
.13334	8500	Seraph of the Sword
.13335	8562	Shadowborn Apostle
.13336	8563	Shadowborn Demon
.13337	8919	Sliver Construct
.13338	9057	Soulmender
.13339	9245	Sporemound
.13340	9283	Staff of the Death Magus
.13341	9284	Staff of the Flame Magus
.13342	9285	Staff of the Mind Magus
.13343	9286	Staff of the Sun Magus
.13344	9287	Staff of the Wild Magus
.13345	9340	Steelform Sliver
.13346	9388	Stonehorn Chanter
.13347	9446	Striking Sliver
.13349	9650	Syphon Sliver
.13350	9797	Tenacious Dead
.13352	10003	Tidebinder Mage
.13353	10137	Trained Condor
.13354	10336	Undead Minotaur
.13355	10456	Vampire Warlord
.13356	10478	Vastwood Hydra
.13357	10560	Vial of Poison
.13358	10702	Voracious Wurm
.13359	10816	Warden of Evos Isle
.13360	10993	Windreader Sphinx
.13361	11037	Witchstalker
.13362	11067	Woodborn Behemoth
.13364	11179	Young Pyromancer
.13365	11195	Zephyr Charge
.13366	170	Abhorrent Overlord
.13367	286	Agent of Horizons
.13368	287	Agent of the Fates
.13369	319	Akroan Crusader
.13370	320	Akroan Hoplite
.13371	321	Akroan Horse
.13372	414	Anax and Cymede
.13373	469	Anger of the Gods
.13374	487	Anthousa, Setessan Hero
.13375	495	Anvilwrought Raptor
.13377	521	Arbor Colossus
.13378	579	Arena Athlete
.13380	642	Artisan's Sorrow
.13381	651	Ashen Rider
.13383	671	Asphodel Wanderer
.13386	923	Battlewise Hoplite
.13387	924	Battlewise Valor
.13388	985	Benthic Giant
.13389	993	Bident of Thassa
.13390	1126	Blood-Toll Harpy
.13394	1243	Borderland Minotaur
.13395	1269	Boulderfall
.13397	1307	Breaching Hippocamp
.13398	1360	Bronze Sable
.13399	1411	Burnished Hart
.13400	1563	Cavalry Pegasus
.13405	1594	Centaur Battlemaster
.13406	1623	Chained to the Rocks
.13407	1720	Chosen by Heliod
.13408	1736	Chronicler of Heroes
.13410	1871	Colossus of Akros
.13411	1886	Commune with the Gods
.13412	1949	Coordinated Assault
.13413	2018	Crackling Triton
.13414	2164	Curse of the Swine
.13415	2176	Cutthroat Maneuver
.13416	2223	Dark Betrayal
.13417	2270	Dauntless Onslaught
.13419	2340	Deathbellow Raider
.13421	2386	Defend the Hearth
.13422	2482	Destructive Revelry
.13424	2600	Dissolve
.13428	2998	Ember Swallower
.13429	3084	Ephara's Warden
.13430	3101	Erebos, God of the Dead
.13434	3155	Evangel of Heliod
.13435	3227	Fabled Hero
.13436	3233	Fade into Antiquity
.13437	3276	Fanatic of Mogis
.13438	3300	Fate Foretold
.13439	3318	Favored Hoplite
.13440	3337	Felhide Minotaur
.13441	3353	Feral Invocation
.13442	3426	Firedrinker Satyr
.13443	3471	Flamecast Wheel
.13445	3498	Fleecemane Lion
.13446	3500	Fleetfeather Sandals
.13447	3514	Fleshmad Steed
.13449	3912	Glare of Heresy
.13450	4076	Gods Willing
.13451	4175	Gray Merchant of Asphodel
.13452	4300	Guardians of Meletis
.13453	4356	Hammer of Purphoros
.13454	4472	Heliod, God of the Sun
.13458	4522	Hero's Downfall
.13461	4643	Horizon Chimera
.13462	4644	Horizon Scholar
.13464	4700	Hunt the Hunter
.13465	4746	Hythonia the Cruel
.13466	4787	Ill-Tempered Cyclops
.13467	4893	Insatiable Harpy
.13468	5154	Karametra's Acolyte
.13469	5208	Keepsake Gorgon
.13471	5437	Labyrinth Champion
.13472	5447	Lagonna-Band Elder
.13473	5467	Lash of the Whip
.13476	5537	Leonin Snarecaster
.13477	5609	Lightning Strike
.13479	5699	Lost in a Labyrinth
.13480	5880	March of the Returned
.13481	5967	Master of Waves
.13482	6000	Medomai the Ageless
.13484	6075	Messenger's Speed
.13485	6176	Minotaur Skullcleaver
.13486	6219	Mistcutter Hydra
.13487	6253	Mogis's Marauder
.13488	6548	Nemesis of Mortals
.13489	6554	Nessian Asp
.13495	6720	Nylea, God of the Hunt
.13497	6722	Nylea's Disciple
.13503	6807	Omenspeaker
.13504	6845	Opaline Unicorn
.13505	6878	Ordeal of Erebos
.13506	6879	Ordeal of Heliod
.13507	6880	Ordeal of Nylea
.13508	13876	Ordeal of Purphoros
.13509	6881	Ordeal of Thassa
.13510	7052	Peak Eruption
.13511	7110	Phalanx Leader
.13512	7132	Pharika's Cure
.13513	7133	Pharika's Mender
.13514	7137	Pheres-Band Centaurs
.13515	7279	Polis Crusher
.13517	7299	Portent of Betrayal
.13518	7342	Prescient Chimera
.13519	7354	Priest of Iroas
.13520	7408	Prognostic Sphinx
.13522	7429	Prowler's Helm
.13524	7489	Purphoros, God of the Forge
.13529	7583	Rage of Purphoros
.13530	7586	Rageblood Shaman
.13531	7698	Ray of Dissolution
.13532	7719	Read the Bones
.13533	7736	Reaper of the Wilds
.13535	7882	Returned Centaur
.13536	7883	Returned Phalanx
.13537	7897	Reverent Hunter
.13540	8255	Satyr Rambler
.13541	8318	Scholar of Athreos
.13542	8345	Scourgemark
.13543	8382	Sea God's Revenge
.13545	8426	Sedge Scorpion
.13546	8494	Sentry of the Underworld
.13547	8536	Setessan Battle Priest
.13548	8537	Setessan Griffin
.13549	8641	Shipbreaker Kraken
.13551	8669	Shredding Winds
.13552	8732	Silent Artisan
.13553	8783	Sip of Hemlock
.13554	8976	Soldier of the Pantheon
.13555	9073	Spark Jolt
.13556	9091	Spear of Heliod
.13559	9121	Spellheart Chimera
.13560	9324	Staunch-Hearted Warrior
.13562	9391	Stoneshock Giant
.13563	9410	Stormbreath Dragon
.13564	9470	Stymied Hopes
.13565	9588	Swan Song
.13566	9619	Sylvan Caryatid
.13567	9766	Temple of Abandon
.13568	9767	Temple of Deceit
.13569	9772	Temple of Mystery
.13570	9774	Temple of Silence
.13571	9776	Temple of Triumph
.13572	9844	Thassa, God of the Sea
.13574	9846	Thassa's Bounty
.13577	10027	Time to Feed
.13579	10046	Titan's Strength
.13580	10083	Tormented Hero
.13581	10164	Traveling Philosopher
.13582	10197	Triad of Fates
.13583	10220	Triton Fortune Hunter
.13584	10222	Triton Shorethief
.13586	10291	Two-Headed Cerberus
.13590	10470	Vanquish the Foul
.13591	10472	Vaporkin
.13592	10608	Viper's Kiss
.13593	10715	Voyage's End
.13594	10717	Voyaging Satyr
.13595	10719	Vulpine Goliath
.13597	10862	Wavecrash Triton
.13599	10952	Wild Celebrants
.13600	11012	Wingsteed Rider
.13603	11174	Yoked Ox
.13604	223	Act of Authority
.13605	437	Angel of Finality
.13606	824	Baleful Force
.13607	838	Bane of Progress
.13613	2253	Darksteel Mutation
.13615	2619	Diviner Spirit
.13616	2625	Djinn of Infinite Deceits
.13617	3214	Eye of Doom
.13621	4630	Hooded Horror
.13626	6499	Naya Soulbeast
.13627	6545	Nekusar, the Mindrazer
.13630	6848	Ophiomancer
.13632	7347	Price of Knowledge
.13633	7371	Primal Vigor
.13634	7420	Prossh, Skyraider of Kher
.13635	7867	Restore
.13636	8054	Roon of the Hidden Realm
.13640	9478	Sudden Demise
.13642	9615	Sydri, Galvanic Genius
.13648	9813	Terra Ravager
.13649	10000	Tidal Force
.13651	10239	True-Name Nemesis
.13652	10357	Unexpectedly Absent
.13654	11031	Witch Hunt
.13655	2804	Duh
.13657	253	Aerie Worshippers
.13658	318	Akroan Conscriptor
.13659	324	Akroan Phalanx
.13660	325	Akroan Skyguard
.13662	554	Archetype of Aggression
.13663	555	Archetype of Courage
.13664	556	Archetype of Endurance
.13665	557	Archetype of Finality
.13666	558	Archetype of Imagination
.13667	657	Ashiok's Adept
.13668	668	Aspect of Hydra
.13669	672	Asphyxiate
.13671	996	Bile Blight
.13672	1024	Black Oak of Odunos
.13673	1205	Bolt of Keranos
.13676	1672	Charging Badger
.13677	1719	Chorus of the Tides
.13684	2183	Cyclops of One-Eyed Pass
.13685	2284	Dawn to Dusk
.13686	2382	Deepwater Hypnotist
.13687	2776	Drown in Sorrow
.13688	2871	Eater of Hope
.13691	2951	Elite Skirmisher
.13694	3082	Ephara's Enlightenment
.13700	3180	Excoriate
.13701	3213	Eye Gouge
.13703	3277	Fanatic of Xenagos
.13704	3302	Fate Unraveler
.13705	3303	Fated Conflagration
.13706	3304	Fated Infatuation
.13707	3305	Fated Intervention
.13708	3306	Fated Retribution
.13709	3307	Fated Return
.13711	3336	Felhide Brawler
.13718	3612	Forlorn Pseudamma
.13719	3614	Forsaken Drifters
.13722	3892	Gild
.13723	3930	Glimpse the Sun God
.13724	4071	God-Favored General
.13725	4121	Gorgon's Head
.13726	4168	Graverobber Spider
.13727	4181	Great Hart
.13728	4217	Griffin Dreamfinder
.13729	4248	Grisly Transformation
.13732	4519	Hero of Iroas
.13733	4520	Hero of Leina Tower
.13734	4525	Heroes' Podium
.13737	4815	Impetuous Sunchaser
.13743	5272	Kiora's Follower
.13744	5374	Kragma Butcher
.13745	5378	Kraken of the Straits
.13748	5926	Marshmist Titan
.13749	6011	Meletis Astronomer
.13751	6203	Mischief and Mayhem
.13754	6330	Mortal's Ardor
.13755	6331	Mortal's Resolve
.13756	6556	Nessian Demolok
.13757	6558	Nessian Wilds Ravager
.13760	6709	Nullify
.13771	6782	Odunos River Trawler
.13774	6893	Oreskos Sun Guide
.13775	6904	Ornitharch
.13776	6966	Pain Seer
.13777	7082	Peregrination
.13779	7128	Pharagax Giant
.13782	7138	Pheres-Band Raiders
.13783	7140	Pheres-Band Tromper
.13784	7206	Pillar of War
.13785	7214	Pinnacle of Rage
.13786	7269	Plea for Guidance
.13787	7587	Ragemonger
.13788	7614	Raised by Wolves
.13789	7732	Reap What Is Sown
.13790	7753	Reckless Reveler
